chemID	r_mean	l_mean	m_mean	h_mean	monotonic_status
100021136	1.1849661016949153	1.2445411764705883	0.9944000000000001	0.9585090909090909	dynamic
100000882	1.1625949152542372	1.0307117647058823	1.126609756097561	1.1037363636363637	stable
409	1.0535440677966101	1.0857529411764706	0.9998341463414634	1.3749363636363636	dynamic
100002254	1.9171169491525424	3.4804529411764706	2.2723219512195123	1.5480545454545453	dynamic
361	1.4950203389830508	1.3686411764705881	1.458741463414634	3.6116363636363635	dynamic
100019975	1.3264406779661018	1.0221941176470588	1.2422414634146342	1.273090909090909	dynamic
100000257	1.0072728813559322	1.2536235294117648	1.3559560975609757	1.6003	dynamic
100001232	1.317593220338983	1.0954176470588235	1.3699999999999999	1.1591909090909092	dynamic
100001948	1.008022033898305	0.9562529411764705	0.998980487804878	1.0878999999999999	stable
100001073	1.2487186440677966	1.0499	1.4502853658536585	0.6333090909090909	dynamic
100015637	1.1356203389830508	0.9434411764705882	1.1678	1.0656363636363637	dynamic
100006360	3.6355813559322034	2.6319	2.1369634146341463	4.527927272727273	dynamic
1488	1.023271186440678	1.055505882352941	1.1104756097560975	1.0313545454545454	stable
100002253	1.4080796610169493	1.5098058823529412	1.562229268292683	1.3335818181818182	stable
1023	1.0110237288135593	0.9402823529411765	0.9579268292682926	1.0911545454545455	stable
100004284	6.793272881355932	3.6493117647058826	9.321919512195121	3.5611272727272727	dynamic
100001251	1.207264406779661	1.8236470588235294	1.2542878048780488	0.8864363636363636	dynamic
362	1.2515457627118645	1.064970588235294	1.0505560975609756	1.5304909090909091	dynamic
100006620	1.179650847457627	1.6283	1.183980487804878	0.9736818181818182	dynamic
111	1.0729762711864408	1.2851176470588235	1.187570731707317	1.2585454545454546	stable
100009045	1.0646593220338982	1.1154882352941176	1.005770731707317	0.9350818181818182	stable
100002927	1.3197050847457628	1.5394176470588234	1.2419804878048781	1.2241636363636363	dynamic
100015641	1.1442627118644069	1.0449941176470587	0.9897756097560976	1.2194363636363637	dynamic
1114	1.2810372881355931	1.3098	1.1349146341463414	0.8653545454545455	dynamic
100020409	1.2409915254237287	1.2171705882352941	1.0706317073170732	2.273090909090909	dynamic
158	1.1124050847457627	0.9520705882352941	1.029870731707317	1.0220272727272728	stable
1224	1.0747389830508474	0.9393235294117648	1.0023	1.4016454545454546	dynamic
100001620	1.0832661016949152	1.0061941176470588	0.9301512195121951	1.1670181818181817	dynamic
100020893	1.0289694915254237	1.083694117647059	1.0129536585365855	1.1406909090909092	stable
100002458	1.1750677966101695	1.447664705882353	1.264951219512195	0.9932181818181818	dynamic
100001112	1.2164406779661017	1.1419823529411766	1.1402121951219513	1.262	stable
100002953	1.1976559322033897	1.0451941176470587	1.1818780487804879	1.0005636363636363	stable
1141	1.0398338983050848	0.9429411764705883	1.0131268292682927	1.206690909090909	stable
100015834	1.2396593220338983	1.0364058823529412	1.002809756097561	1.2621090909090908	dynamic
100004561	1.2045881355932204	1.1141176470588234	1.1468536585365854	1.1291272727272728	stable
100020497	1.01174406779661	1.2373235294117646	0.8720658536585366	0.9363545454545454	dynamic
498	1.1161593220338983	1.1296411764705883	0.9898756097560976	1.016609090909091	stable
100006051	1.1977559322033897	1.7262058823529411	1.3717878048780487	1.0602272727272728	dynamic
1668	1.7177254237288135	1.4669	1.4381609756097562	3.028190909090909	dynamic
100004523	1.0195101694915254	1.0326705882352942	1.1716853658536586	0.9742363636363636	stable
100001604	1.6227406779661018	0.9216588235294118	1.2105268292682927	1.2809181818181818	dynamic
100001002	1.041006779661017	0.9722764705882353	1.031780487804878	0.9179181818181819	stable
100001987	2.441179661016949	2.3239470588235296	1.6999926829268293	1.0366	dynamic
100002462	1.0559016949152542	1.3687588235294117	1.0001439024390244	1.2190545454545454	dynamic
466	1.3656389830508475	0.8493705882352941	1.3528121951219512	1.4206454545454545	dynamic
100000665	1.2524932203389831	1.091505882352941	1.3191878048780488	1.223309090909091	stable
445	1.347271186440678	1.1089235294117648	1.3678073170731708	1.3513363636363636	dynamic
2029	1.3754762711864408	1.4020941176470587	1.1521926829268292	1.0977818181818182	stable
100006438	2.195942372881356	1.9741823529411764	1.859160975609756	0.9582363636363637	dynamic
100001398	1.3753813559322035	1.2337823529411764	1.2981073170731707	2.746981818181818	dynamic
235	1.1534389830508474	1.2708117647058823	1.0436780487804878	1.3894	dynamic
100000997	1.261777966101695	1.103135294117647	1.2633219512195122	1.6680727272727274	dynamic
100002094	1.130213559322034	0.9770352941176471	1.0911341463414634	1.0356454545454545	stable
1052	1.020628813559322	1.0414588235294118	0.9585170731707318	1.0634	stable
100020823	1.2847728813559323	1.3962235294117646	1.086170731707317	1.9300818181818182	dynamic
100001806	1.9695474576271186	1.3702470588235294	1.3640219512195122	0.8895	dynamic
100006092	1.4157050847457626	0.8280764705882353	1.0365073170731707	1.5146363636363636	dynamic
100001415	1.0237406779661018	1.0552294117647059	1.0174390243902438	1.2216363636363636	stable
100000008	1.0311457627118643	1.1105	1.1084292682926828	1.3624818181818181	stable
565	1.0559067796610169	0.9872235294117647	0.9395292682926829	0.9338636363636363	stable
100015851	1.169022033898305	1.1042705882352941	0.9335097560975609	0.9976727272727273	stable
100001866	1.0535016949152542	1.1171117647058824	0.9802146341463415	1.2474181818181818	dynamic
100020546	1.866364406779661	1.394164705882353	0.7636341463414634	1.0169636363636363	dynamic
100016110	0.9433322033898305	1.162	0.9443219512195122	0.8405181818181818	dynamic
100001254	1.158393220338983	1.0864647058823529	0.8850439024390244	1.0890090909090908	stable
100006260	1.1009016949152541	0.847535294117647	1.0480365853658538	1.4569636363636365	dynamic
826	1.0258186440677965	1.7231529411764706	1.1387512195121952	1.1345818181818181	dynamic
100001872	1.2832813559322034	1.1190882352941176	1.1344780487804877	1.6355454545454546	dynamic
100000263	1.1221813559322034	1.1612470588235293	0.9470024390243902	1.2671999999999999	dynamic
100021198	1.1014220338983052	1.086270588235294	1.0037731707317072	1.1569636363636364	stable
100015967	1.1526576271186442	1.2384764705882352	0.9695	5.331518181818182	dynamic
278	1.0528423728813558	0.9816882352941176	1.0074634146341463	1.2825272727272727	dynamic
519	1.1868677966101695	1.0110705882352942	1.4103341463414634	1.005190909090909	dynamic
100009337	1.5707864406779661	1.4511411764705882	1.1916463414634146	1.1919363636363636	stable
100002185	1.0450610169491525	0.9423235294117647	0.9692682926829268	0.8945090909090909	stable
100001278	1.2505610169491526	1.2053529411764705	1.669829268292683	1.2045363636363637	dynamic
100002103	1.0453101694915254	1.2252588235294117	0.9445268292682927	1.1486181818181818	dynamic
980	1.1436322033898305	1.0685941176470588	1.3092341463414634	1.0439	dynamic
100000016	1.035513559322034	0.9436411764705882	1.2316048780487805	0.9496909090909091	dynamic
100020372	1.2295694915254238	1.0189294117647059	0.9238365853658537	1.1668454545454545	dynamic
100001662	1.030350847457627	1.018735294117647	0.9363536585365854	1.1025181818181817	stable
100019972	1.226164406779661	1.2687529411764706	1.5713024390243902	0.8555454545454546	dynamic
254	2.086506779661017	3.3010529411764704	2.1372121951219514	1.6922181818181818	dynamic
100002009	3.777949152542373	1.3574	2.265068292682927	4.948554545454545	dynamic
100010895	1.0642406779661018	0.9672176470588235	0.9591463414634146	1.0935454545454546	stable
1140	1.0543593220338983	0.9670529411764706	1.0385414634146342	1.0973727272727272	stable
100008951	1.1141372881355933	0.8361058823529411	0.8260658536585366	1.2833272727272726	dynamic
1084	1.0711084745762711	1.0758588235294118	0.994390243902439	1.0611636363636363	stable
100002796	1.2757508474576271	1.1533647058823528	1.2062243902439025	0.8766090909090909	dynamic
358	1.269042372881356	1.1893235294117648	1.0296731707317073	1.5056909090909092	dynamic
100002070	1.013586440677966	1.0127294117647059	0.9834853658536585	1.0184818181818183	stable
1628	1.6073135593220338	1.4581882352941176	1.1960634146341464	2.9150454545454543	dynamic
823	1.0233610169491525	1.032729411764706	1.0053292682926829	1.0357	stable
100004414	1.2078101694915255	1.018170588235294	1.3612926829268293	1.2255090909090909	dynamic
100006129	11.392901694915254	0.9695647058823529	1.2036512195121951	24.625	dynamic
100002028	1.4519423728813559	1.5450764705882354	1.4940780487804879	1.2645181818181819	stable
100021707	1.1407	0.9077647058823529	1.0688	1.0584454545454545	dynamic
100000054	0.9818101694915254	1.0205	0.9670487804878048	1.2214090909090909	dynamic
100010869	1.0769305084745762	1.125835294117647	1.0122170731707316	1.379018181818182	dynamic
100004575	1.2491440677966101	1.174064705882353	0.8673975609756097	1.001409090909091	dynamic
100001212	1.2358	1.8761176470588237	1.060429268292683	1.3879272727272727	dynamic
818	0.9981576271186441	1.0336941176470589	0.9689	1.1964727272727274	dynamic
100001092	1.648413559322034	1.3613705882352942	0.9455853658536585	0.9535636363636364	dynamic
100020371	1.1124796610169492	1.2746941176470588	1.3011878048780487	0.9471636363636363	dynamic
100004112	1.5155576271186442	1.2443588235294119	1.2007853658536585	1.2275909090909092	stable
1125	1.1351796610169491	0.7430117647058824	0.9966146341463414	1.150190909090909	dynamic
100020491	0.9591016949152542	1.4166882352941177	0.939609756097561	0.7494090909090909	dynamic
100003151	1.1282881355932204	1.1060470588235294	0.9633560975609756	0.8927454545454545	stable
100000011	1.270777966101695	1.3438823529411765	1.2098707317073172	0.9067727272727273	dynamic
100003594	0.9428542372881356	0.7531470588235294	1.0419878048780487	1.0003636363636363	dynamic
806	1.0638745762711865	1.0214176470588234	0.9915780487804878	1.236990909090909	dynamic
100001211	1.4032389830508474	1.1063176470588236	1.6821365853658536	0.9705545454545454	dynamic
100002417	1.7092305084745762	1.9744823529411766	1.5386609756097562	1.4179181818181819	dynamic
100009335	1.300393220338983	1.4594117647058824	1.3636219512195122	0.6499909090909091	dynamic
100000781	1.1306694915254236	1.4816176470588236	1.1693804878048781	0.9545727272727272	dynamic
803	0.9841322033898305	1.2601	1.2024780487804878	1.1394545454545455	dynamic
50	1.355835593220339	1.1802294117647059	1.0703463414634147	1.3620363636363637	dynamic
796	1.1192033898305085	1.1002470588235294	1.2672365853658536	1.1762727272727274	stable
100005834	1.1271644067796611	1.0317235294117648	1.166448780487805	1.0734181818181818	stable
100001580	1.0457898305084745	1.0291411764705882	1.2716780487804877	0.8790090909090909	dynamic
480	1.0401762711864406	0.9962588235294118	1.0310243902439025	1.0341454545454545	stable
100001540	1.3047186440677967	1.028129411764706	1.0412731707317073	1.1375	dynamic
339	1.2688305084745763	1.3126529411764707	1.1330878048780488	1.7111636363636364	dynamic
1110	1.021893220338983	1.0519823529411765	0.9739512195121951	1.089809090909091	stable
100015836	1.0491627118644067	1.0380764705882353	0.910690243902439	0.8083636363636364	stable
100009271	1.2480423728813559	1.4243882352941177	1.5765195121951219	1.5647636363636364	stable
100015638	1.1636372881355932	0.9967941176470588	1.130948780487805	1.1394636363636363	stable
100021667	0.955106779661017	0.8378058823529412	0.8933024390243902	0.9247727272727273	stable
100001279	1.2629220338983052	0.9694647058823529	0.9217975609756097	2.097718181818182	dynamic
100004208	1.520806779661017	1.325594117647059	1.0571853658536585	0.8691545454545454	dynamic
100003695	1.0091050847457628	1.2583176470588235	1.082448780487805	1.1636181818181819	dynamic
100000802	1.0375779661016948	1.1135470588235294	0.9996756097560976	1.0563363636363636	stable
